"","EH_ID","pop","infHistory","counts"
"1","LM_0227","CD4","E88:E64",44.9
"2","LM_0227","Treg","E88:E64",6.385
"3","LM_0227","Div_Treg","E88:E64",16.205
"4","LM_0227","Treg17","E88:E64",13.52
"5","LM_0227","Treg_prop","E88:E64",93.605
"6","LM_0227","Th1","E88:E64",6.78
"7","LM_0227","Div_Th1","E88:E64",71.2
"8","LM_0227","Th17","E88:E64",0.89
"9","LM_0227","Div_Th17","E88:E64",46.875
"10","LM_0227","CD8","E88:E64",14.39
"11","LM_0227","Act_CD8","E88:E64",11.5
"12","LM_0227","Div_Act_CD8","E88:E64",49.52
"13","LM_0227","IFNy_CD4","E88:E64",4.915
"14","LM_0227","IL17A_CD4","E88:E64",0.415
"15","LM_0227","IFNy_CD8","E88:E64",21.74
"16","LM_0228","CD4","E88:E64",46.145
"17","LM_0228","Treg","E88:E64",7.005
"18","LM_0228","Div_Treg","E88:E64",21.365
"19","LM_0228","Treg17","E88:E64",11.565
"20","LM_0228","Treg_prop","E88:E64",92.97
"21","LM_0228","Th1","E88:E64",10.92
"22","LM_0228","Div_Th1","E88:E64",75.115
"23","LM_0228","Th17","E88:E64",1.075
"24","LM_0228","Div_Th17","E88:E64",42.39
"25","LM_0228","CD8","E88:E64",13.84
"26","LM_0228","Act_CD8","E88:E64",13.205
"27","LM_0228","Div_Act_CD8","E88:E64",59.09
"28","LM_0228","IFNy_CD4","E88:E64",9.085
"29","LM_0228","IL17A_CD4","E88:E64",0.385
"30","LM_0228","IFNy_CD8","E88:E64",27.535
"31","LM_0229","CD4","E88:E88",56.22
"32","LM_0229","Treg","E88:E88",7.15
"33","LM_0229","Div_Treg","E88:E88",12.455
"34","LM_0229","Treg17","E88:E88",9.505
"35","LM_0229","Treg_prop","E88:E88",92.845
"36","LM_0229","Th1","E88:E88",2.965
"37","LM_0229","Div_Th1","E88:E88",19.84
"38","LM_0229","Th17","E88:E88",1.63
"39","LM_0229","Div_Th17","E88:E88",30.055
"40","LM_0229","CD8","E88:E88",10.02
"41","LM_0229","Act_CD8","E88:E88",10.915
"42","LM_0229","Div_Act_CD8","E88:E88",11.535
"43","LM_0229","IFNy_CD4","E88:E88",3.045
"44","LM_0229","IL17A_CD4","E88:E88",0.575
"45","LM_0229","IFNy_CD8","E88:E88",41.36
"46","LM_0231","CD4","E88:E64",40.59
"47","LM_0231","Treg","E88:E64",6.45
"48","LM_0231","Div_Treg","E88:E64",23.76
"49","LM_0231","Treg17","E88:E64",12.78
"50","LM_0231","Treg_prop","E88:E64",93.505
"51","LM_0231","Th1","E88:E64",9.25
"52","LM_0231","Div_Th1","E88:E64",81.21
"53","LM_0231","Th17","E88:E64",1.705
"54","LM_0231","Div_Th17","E88:E64",78.305
"55","LM_0231","CD8","E88:E64",25.305
"56","LM_0231","Act_CD8","E88:E64",11.105
"57","LM_0231","Div_Act_CD8","E88:E64",55.935
"58","LM_0231","IFNy_CD4","E88:E64",9.085
"59","LM_0231","IL17A_CD4","E88:E64",0.85
"60","LM_0231","IFNy_CD8","E88:E64",38.165
"61","LM_0232","CD4","E88:E88",52.245
"62","LM_0232","Treg","E88:E88",8.695
"63","LM_0232","Div_Treg","E88:E88",13.465
"64","LM_0232","Treg17","E88:E88",14.4
"65","LM_0232","Treg_prop","E88:E88",91.305
"66","LM_0232","Th1","E88:E88",2.545
"67","LM_0232","Div_Th1","E88:E88",27.85
"68","LM_0232","Th17","E88:E88",1.06
"69","LM_0232","Div_Th17","E88:E88",27.445
"70","LM_0232","CD8","E88:E88",17.55
"71","LM_0232","Act_CD8","E88:E88",9.815
"72","LM_0232","Div_Act_CD8","E88:E88",12.83
"73","LM_0232","IFNy_CD4","E88:E88",2.005
"74","LM_0232","IL17A_CD4","E88:E88",0.25
"75","LM_0232","IFNy_CD8","E88:E88",19.39
"76","LM_0233","CD4","E88:E88",46.895
"77","LM_0233","Treg","E88:E88",6.89
"78","LM_0233","Div_Treg","E88:E88",13.355
"79","LM_0233","Treg17","E88:E88",7.035
"80","LM_0233","Treg_prop","E88:E88",93.11
"81","LM_0233","Th1","E88:E88",2.9
"82","LM_0233","Div_Th1","E88:E88",25.52
"83","LM_0233","Th17","E88:E88",0.695
"84","LM_0233","Div_Th17","E88:E88",32.195
"85","LM_0233","CD8","E88:E88",7.49
"86","LM_0233","Act_CD8","E88:E88",5.395
"87","LM_0233","Div_Act_CD8","E88:E88",21.31
"88","LM_0233","IFNy_CD4","E88:E88",2.795
"89","LM_0233","IL17A_CD4","E88:E88",0.27
"90","LM_0233","IFNy_CD8","E88:E88",19.23
"91","LM_0234","CD4","E88:E64",49.47
"92","LM_0234","Treg","E88:E64",6.065
"93","LM_0234","Div_Treg","E88:E64",24.795
"94","LM_0234","Treg17","E88:E64",13.95
"95","LM_0234","Treg_prop","E88:E64",93.935
"96","LM_0234","Th1","E88:E64",6.87
"97","LM_0234","Div_Th1","E88:E64",76.515
"98","LM_0234","Th17","E88:E64",1.11
"99","LM_0234","Div_Th17","E88:E64",65.735
"100","LM_0234","CD8","E88:E64",9.065
"101","LM_0234","Act_CD8","E88:E64",8.9
"102","LM_0234","Div_Act_CD8","E88:E64",55.69
"103","LM_0234","IFNy_CD4","E88:E64",8.455
"104","LM_0234","IL17A_CD4","E88:E64",0.295
"105","LM_0234","IFNy_CD8","E88:E64",34.31
"106","LM_0235","CD4","E88:E64",45.74
"107","LM_0235","Treg","E88:E64",6.52
"108","LM_0235","Div_Treg","E88:E64",17.115
"109","LM_0235","Treg17","E88:E64",8.645
"110","LM_0235","Treg_prop","E88:E64",93.46
"111","LM_0235","Th1","E88:E64",9.585
"112","LM_0235","Div_Th1","E88:E64",51.87
"113","LM_0235","Th17","E88:E64",1.09
"114","LM_0235","Div_Th17","E88:E64",40.6
"115","LM_0235","CD8","E88:E64",13.995
"116","LM_0235","Act_CD8","E88:E64",9.2
"117","LM_0235","Div_Act_CD8","E88:E64",55.97
"118","LM_0235","IFNy_CD4","E88:E64",8.755
"119","LM_0235","IL17A_CD4","E88:E64",0.28
"120","LM_0235","IFNy_CD8","E88:E64",28.69
"121","LM_0236","CD4","E88:E64",46.33
"122","LM_0236","Treg","E88:E64",6.465
"123","LM_0236","Div_Treg","E88:E64",21
"124","LM_0236","Treg17","E88:E64",14.54
"125","LM_0236","Treg_prop","E88:E64",93.535
"126","LM_0236","Th1","E88:E64",7.02
"127","LM_0236","Div_Th1","E88:E64",67.36
"128","LM_0236","Th17","E88:E64",1.615
"129","LM_0236","Div_Th17","E88:E64",65.055
"130","LM_0236","CD8","E88:E64",8.84
"131","LM_0236","Act_CD8","E88:E64",8.375
"132","LM_0236","Div_Act_CD8","E88:E64",45.895
"133","LM_0236","IFNy_CD4","E88:E64",12.91
"134","LM_0236","IL17A_CD4","E88:E64",0.61
"135","LM_0236","IFNy_CD8","E88:E64",46.265
"136","LM_0238","CD4","E88:E64",43.325
"137","LM_0238","Treg","E88:E64",8.915
"138","LM_0238","Div_Treg","E88:E64",13.09
"139","LM_0238","Treg17","E88:E64",6.825
"140","LM_0238","Treg_prop","E88:E64",91.075
"141","LM_0238","Th1","E88:E64",7.71
"142","LM_0238","Div_Th1","E88:E64",79.02
"143","LM_0238","Th17","E88:E64",1.185
"144","LM_0238","Div_Th17","E88:E64",55.835
"145","LM_0238","CD8","E88:E64",26.505
"146","LM_0238","Act_CD8","E88:E64",18.26
"147","LM_0238","Div_Act_CD8","E88:E64",38.45
"148","LM_0238","IFNy_CD4","E88:E64",4.59
"149","LM_0238","IL17A_CD4","E88:E64",0.335
"150","LM_0238","IFNy_CD8","E88:E64",27.8
"151","LM_0239","CD4","E88:E88",68.01
"152","LM_0239","Treg","E88:E88",3.63
"153","LM_0239","Div_Treg","E88:E88",14.11
"154","LM_0239","Treg17","E88:E88",14.35
"155","LM_0239","Treg_prop","E88:E88",96.36
"156","LM_0239","Th1","E88:E88",1.73
"157","LM_0239","Div_Th1","E88:E88",14.31
"158","LM_0239","Th17","E88:E88",0.925
"159","LM_0239","Div_Th17","E88:E88",33.075
"160","LM_0239","CD8","E88:E88",13.9
"161","LM_0239","Act_CD8","E88:E88",3.785
"162","LM_0239","Div_Act_CD8","E88:E88",8.985
"163","LM_0239","IFNy_CD4","E88:E88",1.69
"164","LM_0239","IL17A_CD4","E88:E88",0.385
"165","LM_0239","IFNy_CD8","E88:E88",13.755
"166","LM_0240","CD4","E88:E64",37.435
"167","LM_0240","Treg","E88:E64",9.045
"168","LM_0240","Div_Treg","E88:E64",20.515
"169","LM_0240","Treg17","E88:E64",9.26
"170","LM_0240","Treg_prop","E88:E64",90.935
"171","LM_0240","Th1","E88:E64",9.1
"172","LM_0240","Div_Th1","E88:E64",64.37
"173","LM_0240","Th17","E88:E64",0.805
"174","LM_0240","Div_Th17","E88:E64",49.91
"175","LM_0240","CD8","E88:E64",31.115
"176","LM_0240","Act_CD8","E88:E64",13.46
"177","LM_0240","Div_Act_CD8","E88:E64",38.515
"178","LM_0240","IFNy_CD4","E88:E64",9.6
"179","LM_0240","IL17A_CD4","E88:E64",0.64
"180","LM_0240","IFNy_CD8","E88:E64",30.505
"181","LM_0247","CD4","E88:E88",53.25
"182","LM_0247","Treg","E88:E88",6.895
"183","LM_0247","Div_Treg","E88:E88",7.85
"184","LM_0247","Treg17","E88:E88",9.015
"185","LM_0247","Treg_prop","E88:E88",93.1
"186","LM_0247","Th1","E88:E88",2.505
"187","LM_0247","Div_Th1","E88:E88",19.19
"188","LM_0247","Th17","E88:E88",0.945
"189","LM_0247","Div_Th17","E88:E88",28.815
"190","LM_0247","CD8","E88:E88",18.08
"191","LM_0247","Act_CD8","E88:E88",3.455
"192","LM_0247","Div_Act_CD8","E88:E88",8.71
"193","LM_0247","IFNy_CD4","E88:E88",1.95
"194","LM_0247","IL17A_CD4","E88:E88",0.165
"195","LM_0247","IFNy_CD8","E88:E88",13.49
"196","LM_0248","CD4","E88:E64",43.09
"197","LM_0248","Treg","E88:E64",6.12
"198","LM_0248","Div_Treg","E88:E64",21.885
"199","LM_0248","Treg17","E88:E64",25.48
"200","LM_0248","Treg_prop","E88:E64",93.865
"201","LM_0248","Th1","E88:E64",7.62
"202","LM_0248","Div_Th1","E88:E64",60.78
"203","LM_0248","Th17","E88:E64",1.415
"204","LM_0248","Div_Th17","E88:E64",45.325
"205","LM_0248","CD8","E88:E64",16.055
"206","LM_0248","Act_CD8","E88:E64",7.815
"207","LM_0248","Div_Act_CD8","E88:E64",60.255
"208","LM_0248","IFNy_CD4","E88:E64",8.38
"209","LM_0248","IL17A_CD4","E88:E64",1.025
"210","LM_0248","IFNy_CD8","E88:E64",29.545
"211","LM_0249","CD4","E88:E64",47.34
"212","LM_0249","Treg","E88:E64",6.465
"213","LM_0249","Div_Treg","E88:E64",16.775
"214","LM_0249","Treg17","E88:E64",13.315
"215","LM_0249","Treg_prop","E88:E64",93.51
"216","LM_0249","Th1","E88:E64",4.84
"217","LM_0249","Div_Th1","E88:E64",54.635
"218","LM_0249","Th17","E88:E64",0.97
"219","LM_0249","Div_Th17","E88:E64",35.275
"220","LM_0249","CD8","E88:E64",19.235
"221","LM_0249","Act_CD8","E88:E64",4.93
"222","LM_0249","Div_Act_CD8","E88:E64",44.24
"223","LM_0249","IFNy_CD4","E88:E64",4.355
"224","LM_0249","IL17A_CD4","E88:E64",0.73
"225","LM_0249","IFNy_CD8","E88:E64",23.725
"226","LM_0251","CD4","E88:E88",61.525
"227","LM_0251","Treg","E88:E88",5.65
"228","LM_0251","Div_Treg","E88:E88",12.71
"229","LM_0251","Treg17","E88:E88",9.66
"230","LM_0251","Treg_prop","E88:E88",94.33
"231","LM_0251","Th1","E88:E88",1.875
"232","LM_0251","Div_Th1","E88:E88",29.575
"233","LM_0251","Th17","E88:E88",0.535
"234","LM_0251","Div_Th17","E88:E88",21.155
"235","LM_0251","CD8","E88:E88",17.08
"236","LM_0251","Act_CD8","E88:E88",4.755
"237","LM_0251","Div_Act_CD8","E88:E88",15.41
"238","LM_0251","IFNy_CD4","E88:E88",1.81
"239","LM_0251","IL17A_CD4","E88:E88",0.38
"240","LM_0251","IFNy_CD8","E88:E88",11.825
"241","LM_0254","CD4","E88:E88",51.475
"242","LM_0254","Treg","E88:E88",6.69
"243","LM_0254","Div_Treg","E88:E88",12.11
"244","LM_0254","Treg17","E88:E88",7.535
"245","LM_0254","Treg_prop","E88:E88",93.29
"246","LM_0254","Th1","E88:E88",1.455
"247","LM_0254","Div_Th1","E88:E88",21.435
"248","LM_0254","Th17","E88:E88",0.55
"249","LM_0254","Div_Th17","E88:E88",22.92
"250","LM_0254","CD8","E88:E88",28.36
"251","LM_0254","Act_CD8","E88:E88",5.64
"252","LM_0254","Div_Act_CD8","E88:E88",6.335
"253","LM_0254","IFNy_CD4","E88:E88",1.65
"254","LM_0254","IL17A_CD4","E88:E88",0.27
"255","LM_0254","IFNy_CD8","E88:E88",16.1
"256","LM_0255","CD4","E88:E64",36.155
"257","LM_0255","Treg","E88:E64",8.875
"258","LM_0255","Div_Treg","E88:E64",24.11
"259","LM_0255","Treg17","E88:E64",8.97
"260","LM_0255","Treg_prop","E88:E64",91.015
"261","LM_0255","Th1","E88:E64",11.54
"262","LM_0255","Div_Th1","E88:E64",90.78
"263","LM_0255","Th17","E88:E64",4.05
"264","LM_0255","Div_Th17","E88:E64",67.78
"265","LM_0255","CD8","E88:E64",24.175
"266","LM_0255","Act_CD8","E88:E64",20.5
"267","LM_0255","Div_Act_CD8","E88:E64",29.365
"268","LM_0255","IFNy_CD4","E88:E64",3.24
"269","LM_0255","IL17A_CD4","E88:E64",1.075
"270","LM_0255","IFNy_CD8","E88:E64",27.11
"271","LM_0256","CD4","E88:E88",54.575
"272","LM_0256","Treg","E88:E88",5.11
"273","LM_0256","Div_Treg","E88:E88",13.005
"274","LM_0256","Treg17","E88:E88",9.13
"275","LM_0256","Treg_prop","E88:E88",94.87
"276","LM_0256","Th1","E88:E88",1.835
"277","LM_0256","Div_Th1","E88:E88",22.3
"278","LM_0256","Th17","E88:E88",1.075
"279","LM_0256","Div_Th17","E88:E88",30.89
"280","LM_0256","CD8","E88:E88",11.41
"281","LM_0256","Act_CD8","E88:E88",4.455
"282","LM_0256","Div_Act_CD8","E88:E88",12.675
"283","LM_0256","IFNy_CD4","E88:E88",2.58
"284","LM_0256","IL17A_CD4","E88:E88",0.48
"285","LM_0256","IFNy_CD8","E88:E88",22.56
"286","LM_0257","CD4","E88:E64",58.92
"287","LM_0257","Treg","E88:E64",5.075
"288","LM_0257","Div_Treg","E88:E64",16.575
"289","LM_0257","Treg17","E88:E64",15.28
"290","LM_0257","Treg_prop","E88:E64",94.905
"291","LM_0257","Th1","E88:E64",4.445
"292","LM_0257","Div_Th1","E88:E64",48.205
"293","LM_0257","Th17","E88:E64",0.795
"294","LM_0257","Div_Th17","E88:E64",28.355
"295","LM_0257","CD8","E88:E64",17.805
"296","LM_0257","Act_CD8","E88:E64",7.63
"297","LM_0257","Div_Act_CD8","E88:E64",39.93
"298","LM_0257","IFNy_CD4","E88:E64",4.845
"299","LM_0257","IL17A_CD4","E88:E64",0.42
"300","LM_0257","IFNy_CD8","E88:E64",26.83
"301","LM_0258","CD4","E64:E64",49.925
"302","LM_0258","Treg","E64:E64",7.915
"303","LM_0258","Div_Treg","E64:E64",15.795
"304","LM_0258","Treg17","E64:E64",4.28
"305","LM_0258","Treg_prop","E64:E64",92.06
"306","LM_0258","Th1","E64:E64",3.71
"307","LM_0258","Div_Th1","E64:E64",75.72
"308","LM_0258","Th17","E64:E64",0.765
"309","LM_0258","Div_Th17","E64:E64",46.72
"310","LM_0258","CD8","E64:E64",33.62
"311","LM_0258","Act_CD8","E64:E64",13.385
"312","LM_0258","Div_Act_CD8","E64:E64",33.365
"313","LM_0258","IFNy_CD4","E64:E64",1.74
"314","LM_0258","IL17A_CD4","E64:E64",0.515
"315","LM_0258","IFNy_CD8","E64:E64",16.375
"316","LM_0259","CD4","E64:E64",43.27
"317","LM_0259","Treg","E64:E64",7.155
"318","LM_0259","Div_Treg","E64:E64",16.365
"319","LM_0259","Treg17","E64:E64",10.45
"320","LM_0259","Treg_prop","E64:E64",92.795
"321","LM_0259","Th1","E64:E64",5.485
"322","LM_0259","Div_Th1","E64:E64",65.425
"323","LM_0259","Th17","E64:E64",1.17
"324","LM_0259","Div_Th17","E64:E64",29.27
"325","LM_0259","CD8","E64:E64",10.565
"326","LM_0259","Act_CD8","E64:E64",11.43
"327","LM_0259","Div_Act_CD8","E64:E64",47.355
"328","LM_0259","IFNy_CD4","E64:E64",3.415
"329","LM_0259","IL17A_CD4","E64:E64",0.5
"330","LM_0259","IFNy_CD8","E64:E64",26.765
"331","LM_0260","CD4","E64:E64",53.24
"332","LM_0260","Treg","E64:E64",5.215
"333","LM_0260","Div_Treg","E64:E64",41.605
"334","LM_0260","Treg17","E64:E64",11.28
"335","LM_0260","Treg_prop","E64:E64",94.73
"336","LM_0260","Th1","E64:E64",6.795
"337","LM_0260","Div_Th1","E64:E64",59.59
"338","LM_0260","Th17","E64:E64",1.225
"339","LM_0260","Div_Th17","E64:E64",36.96
"340","LM_0260","CD8","E64:E64",12.14
"341","LM_0260","Act_CD8","E64:E64",10.91
"342","LM_0260","Div_Act_CD8","E64:E64",47.475
"343","LM_0260","IFNy_CD4","E64:E64",2.62
"344","LM_0260","IL17A_CD4","E64:E64",0.6
"345","LM_0260","IFNy_CD8","E64:E64",16.955
"346","LM_0261","CD4","E64:E88",49.35
"347","LM_0261","Treg","E64:E88",9.015
"348","LM_0261","Div_Treg","E64:E88",8.26
"349","LM_0261","Treg17","E64:E88",4.37
"350","LM_0261","Treg_prop","E64:E88",90.95
"351","LM_0261","Th1","E64:E88",1.535
"352","LM_0261","Div_Th1","E64:E88",22.665
"353","LM_0261","Th17","E64:E88",0.58
"354","LM_0261","Div_Th17","E64:E88",19.23
"355","LM_0261","CD8","E64:E88",26.665
"356","LM_0261","Act_CD8","E64:E88",4.74
"357","LM_0261","Div_Act_CD8","E64:E88",7.56
"358","LM_0261","IFNy_CD4","E64:E88",1.76
"359","LM_0261","IL17A_CD4","E64:E88",0.25
"360","LM_0261","IFNy_CD8","E64:E88",14.625
"361","LM_0262","CD4","E64:E64",28.295
"362","LM_0262","Treg","E64:E64",27.23
"363","LM_0262","Div_Treg","E64:E64",38.21
"364","LM_0262","Treg17","E64:E64",8.875
"365","LM_0262","Treg_prop","E64:E64",72.66
"366","LM_0262","Th1","E64:E64",5.925
"367","LM_0262","Div_Th1","E64:E64",65.7
"368","LM_0262","Th17","E64:E64",1.935
"369","LM_0262","Div_Th17","E64:E64",41.455
"370","LM_0262","CD8","E64:E64",35.575
"371","LM_0262","Act_CD8","E64:E64",19.175
"372","LM_0262","Div_Act_CD8","E64:E64",31.745
"373","LM_0262","IFNy_CD4","E64:E64",3.055
"374","LM_0262","IL17A_CD4","E64:E64",0.46
"375","LM_0262","IFNy_CD8","E64:E64",19.105
"376","LM_0263","CD4","E64:E64",53.27
"377","LM_0263","Treg","E64:E64",6.67
"378","LM_0263","Div_Treg","E64:E64",23.525
"379","LM_0263","Treg17","E64:E64",7.885
"380","LM_0263","Treg_prop","E64:E64",93.26
"381","LM_0263","Th1","E64:E64",3.54
"382","LM_0263","Div_Th1","E64:E64",53.2
"383","LM_0263","Th17","E64:E64",1.36
"384","LM_0263","Div_Th17","E64:E64",24.045
"385","LM_0263","CD8","E64:E64",17.865
"386","LM_0263","Act_CD8","E64:E64",11.125
"387","LM_0263","Div_Act_CD8","E64:E64",29.02
"388","LM_0263","IFNy_CD4","E64:E64",2.9
"389","LM_0263","IL17A_CD4","E64:E64",0.76
"390","LM_0263","IFNy_CD8","E64:E64",23.535
