"","EH_ID","pop","infHistory","counts"
"391","LM_0264","CD4","E64:E88",54.265
"392","LM_0264","Treg","E64:E88",9.475
"393","LM_0264","Div_Treg","E64:E88",10.55
"394","LM_0264","Treg17","E64:E88",4.22
"395","LM_0264","Treg_prop","E64:E88",90.525
"396","LM_0264","Th1","E64:E88",1.425
"397","LM_0264","Div_Th1","E64:E88",22.075
"398","LM_0264","Th17","E64:E88",1.07
"399","LM_0264","Div_Th17","E64:E88",31.665
"400","LM_0264","CD8","E64:E88",27.88
"401","LM_0264","Act_CD8","E64:E88",6.615
"402","LM_0264","Div_Act_CD8","E64:E88",10.91
"403","LM_0264","IFNy_CD4","E64:E88",1.11
"404","LM_0264","IL17A_CD4","E64:E88",0.395
"405","LM_0264","IFNy_CD8","E64:E88",20.565
"406","LM_0265","CD4","E64:E64",48.49
"407","LM_0265","Treg","E64:E64",5.22
"408","LM_0265","Div_Treg","E64:E64",36.585
"409","LM_0265","Treg17","E64:E64",17.105
"410","LM_0265","Treg_prop","E64:E64",94.7
"411","LM_0265","Th1","E64:E64",3.37
"412","LM_0265","Div_Th1","E64:E64",72.075
"413","LM_0265","Th17","E64:E64",0.62
"414","LM_0265","Div_Th17","E64:E64",38.04
"415","LM_0265","CD8","E64:E64",27.135
"416","LM_0265","Act_CD8","E64:E64",6.945
"417","LM_0265","Div_Act_CD8","E64:E64",43.535
"418","LM_0265","IFNy_CD4","E64:E64",2.015
"419","LM_0265","IL17A_CD4","E64:E64",1.225
"420","LM_0265","IFNy_CD8","E64:E64",11.53
"421","LM_0266","CD4","E64:E88",56.78
"422","LM_0266","Treg","E64:E88",4.835
"423","LM_0266","Div_Treg","E64:E88",16.835
"424","LM_0266","Treg17","E64:E88",13.005
"425","LM_0266","Treg_prop","E64:E88",95.165
"426","LM_0266","Th1","E64:E88",1.735
"427","LM_0266","Div_Th1","E64:E88",11.91
"428","LM_0266","Th17","E64:E88",1.12
"429","LM_0266","Div_Th17","E64:E88",50.07
"430","LM_0266","CD8","E64:E88",18.02
"431","LM_0266","Act_CD8","E64:E88",2.365
"432","LM_0266","Div_Act_CD8","E64:E88",6.815
"433","LM_0266","IFNy_CD4","E64:E88",1.13
"434","LM_0266","IL17A_CD4","E64:E88",0.385
"435","LM_0266","IFNy_CD8","E64:E88",8.335
"436","LM_0268","CD4","E64:E88",67.43
"437","LM_0268","Treg","E64:E88",3.9
"438","LM_0268","Div_Treg","E64:E88",13
"439","LM_0268","Treg17","E64:E88",12.72
"440","LM_0268","Treg_prop","E64:E88",96.08
"441","LM_0268","Th1","E64:E88",1.855
"442","LM_0268","Div_Th1","E64:E88",13.035
"443","LM_0268","Th17","E64:E88",1.44
"444","LM_0268","Div_Th17","E64:E88",19.12
"445","LM_0268","CD8","E64:E88",14.64
"446","LM_0268","Act_CD8","E64:E88",4.765
"447","LM_0268","Div_Act_CD8","E64:E88",7.74
"448","LM_0268","IFNy_CD4","E64:E88",1.825
"449","LM_0268","IL17A_CD4","E64:E88",0.525
"450","LM_0268","IFNy_CD8","E64:E88",15.605
"451","LM_0269","CD4","E64:E64",53.51
"452","LM_0269","Treg","E64:E64",4.525
"453","LM_0269","Div_Treg","E64:E64",30.58
"454","LM_0269","Treg17","E64:E64",17.135
"455","LM_0269","Treg_prop","E64:E64",95.405
"456","LM_0269","Th1","E64:E64",5.615
"457","LM_0269","Div_Th1","E64:E64",41.68
"458","LM_0269","Th17","E64:E64",0.975
"459","LM_0269","Div_Th17","E64:E64",22.355
"460","LM_0269","CD8","E64:E64",7.365
"461","LM_0269","Act_CD8","E64:E64",16.415
"462","LM_0269","Div_Act_CD8","E64:E64",45.83
"463","LM_0269","IFNy_CD4","E64:E64",5.475
"464","LM_0269","IL17A_CD4","E64:E64",0.465
"465","LM_0269","IFNy_CD8","E64:E64",31.365
"466","LM_0270","CD4","E64:E64",49.935
"467","LM_0270","Treg","E64:E64",6.265
"468","LM_0270","Div_Treg","E64:E64",43.855
"469","LM_0270","Treg17","E64:E64",12.8
"470","LM_0270","Treg_prop","E64:E64",93.705
"471","LM_0270","Th1","E64:E64",5.395
"472","LM_0270","Div_Th1","E64:E64",56.13
"473","LM_0270","Th17","E64:E64",0.875
"474","LM_0270","Div_Th17","E64:E64",30.46
"475","LM_0270","CD8","E64:E64",13.72
"476","LM_0270","Act_CD8","E64:E64",7.845
"477","LM_0270","Div_Act_CD8","E64:E64",51.61
"478","LM_0270","IFNy_CD4","E64:E64",5.17
"479","LM_0270","IL17A_CD4","E64:E64",1.41
"480","LM_0270","IFNy_CD8","E64:E64",21.41
"481","LM_0271","CD4","E64:E88",42.86
"482","LM_0271","Treg","E64:E88",8.465
"483","LM_0271","Div_Treg","E64:E88",8.225
"484","LM_0271","Treg17","E64:E88",10.045
"485","LM_0271","Treg_prop","E64:E88",91.535
"486","LM_0271","Th1","E64:E88",1.78
"487","LM_0271","Div_Th1","E64:E88",31.145
"488","LM_0271","Th17","E64:E88",1.11
"489","LM_0271","Div_Th17","E64:E88",63.235
"490","LM_0271","CD8","E64:E88",20.855
"491","LM_0271","Act_CD8","E64:E88",3.855
"492","LM_0271","Div_Act_CD8","E64:E88",10.13
"493","LM_0271","IFNy_CD4","E64:E88",1.36
"494","LM_0271","IL17A_CD4","E64:E88",0.35
"495","LM_0271","IFNy_CD8","E64:E88",8.335
"496","LM_0272","CD4","E64:E88",55.305
"497","LM_0272","Treg","E64:E88",7.315
"498","LM_0272","Div_Treg","E64:E88",22.15
"499","LM_0272","Treg17","E64:E88",12.34
"500","LM_0272","Treg_prop","E64:E88",92.525
"501","LM_0272","Th1","E64:E88",1.835
"502","LM_0272","Div_Th1","E64:E88",34.18
"503","LM_0272","Th17","E64:E88",1.01
"504","LM_0272","Div_Th17","E64:E88",12.905
"505","LM_0272","CD8","E64:E88",12.335
"506","LM_0272","Act_CD8","E64:E88",3.985
"507","LM_0272","Div_Act_CD8","E64:E88",23.61
"508","LM_0272","IFNy_CD4","E64:E88",1.225
"509","LM_0272","IL17A_CD4","E64:E88",0.62
"510","LM_0272","IFNy_CD8","E64:E88",10.585
"511","LM_0273","CD4","E64:E88",52.1
"512","LM_0273","Treg","E64:E88",5.205
"513","LM_0273","Div_Treg","E64:E88",31.795
"514","LM_0273","Treg17","E64:E88",18.21
"515","LM_0273","Treg_prop","E64:E88",94.675
"516","LM_0273","Th1","E64:E88",2.74
"517","LM_0273","Div_Th1","E64:E88",21.99
"518","LM_0273","Th17","E64:E88",0.73
"519","LM_0273","Div_Th17","E64:E88",27.275
"520","LM_0273","CD8","E64:E88",18.26
"521","LM_0273","Act_CD8","E64:E88",2.81
"522","LM_0273","Div_Act_CD8","E64:E88",15.015
"523","LM_0273","IFNy_CD4","E64:E88",2.01
"524","LM_0273","IL17A_CD4","E64:E88",0.46
"525","LM_0273","IFNy_CD8","E64:E88",8.88
"526","LM_0275","CD4","E64:E88",48.705
"527","LM_0275","Treg","E64:E88",11.315
"528","LM_0275","Div_Treg","E64:E88",19.245
"529","LM_0275","Treg17","E64:E88",7.59
"530","LM_0275","Treg_prop","E64:E88",88.4
"531","LM_0275","Th1","E64:E88",3.11
"532","LM_0275","Div_Th1","E64:E88",35.555
"533","LM_0275","Th17","E64:E88",1.435
"534","LM_0275","Div_Th17","E64:E88",39.995
"535","LM_0275","CD8","E64:E88",26.645
"536","LM_0275","Act_CD8","E64:E88",17.735
"537","LM_0275","Div_Act_CD8","E64:E88",27.745
"538","LM_0275","IFNy_CD4","E64:E88",3.215
"539","LM_0275","IL17A_CD4","E64:E88",0.86
"540","LM_0275","IFNy_CD8","E64:E88",34.27
"541","LM_0276","CD4","E64:E88",42.07
"542","LM_0276","Treg","E64:E88",5.53
"543","LM_0276","Div_Treg","E64:E88",31.595
"544","LM_0276","Treg17","E64:E88",9.75
"545","LM_0276","Treg_prop","E64:E88",94.4
"546","LM_0276","Th1","E64:E88",3.055
"547","LM_0276","Div_Th1","E64:E88",29.22
"548","LM_0276","Th17","E64:E88",0.84
"549","LM_0276","Div_Th17","E64:E88",30.17
"550","LM_0276","CD8","E64:E88",7.725
"551","LM_0276","Act_CD8","E64:E88",6.5
"552","LM_0276","Div_Act_CD8","E64:E88",18.93
"553","LM_0276","IFNy_CD4","E64:E88",3.605
"554","LM_0276","IL17A_CD4","E64:E88",1.315
"555","LM_0276","IFNy_CD8","E64:E88",22.265
"556","LM_0277","CD4","E64:E88",55.005
"557","LM_0277","Treg","E64:E88",4.635
"558","LM_0277","Div_Treg","E64:E88",17.73
"559","LM_0277","Treg17","E64:E88",12.165
"560","LM_0277","Treg_prop","E64:E88",95.245
"561","LM_0277","Th1","E64:E88",1.51
"562","LM_0277","Div_Th1","E64:E88",28.17
"563","LM_0277","Th17","E64:E88",0.66
"564","LM_0277","Div_Th17","E64:E88",9.7
"565","LM_0277","CD8","E64:E88",21.5
"566","LM_0277","Act_CD8","E64:E88",3.325
"567","LM_0277","Div_Act_CD8","E64:E88",12.075
"568","LM_0277","IFNy_CD4","E64:E88",0.41
"569","LM_0277","IL17A_CD4","E64:E88",0.385
"570","LM_0277","IFNy_CD8","E64:E88",3.605
"571","LM_0278","CD4","E64:E88",55.135
"572","LM_0278","Treg","E64:E88",4.955
"573","LM_0278","Div_Treg","E64:E88",19.55
"574","LM_0278","Treg17","E64:E88",6.445
"575","LM_0278","Treg_prop","E64:E88",94.96
"576","LM_0278","Th1","E64:E88",1.305
"577","LM_0278","Div_Th1","E64:E88",27.14
"578","LM_0278","Th17","E64:E88",0.485
"579","LM_0278","Div_Th17","E64:E88",19.2
"580","LM_0278","CD8","E64:E88",27.155
"581","LM_0278","Act_CD8","E64:E88",3.9
"582","LM_0278","Div_Act_CD8","E64:E88",6.5
"583","LM_0278","IFNy_CD4","E64:E88",1.02
"584","LM_0278","IL17A_CD4","E64:E88",0.475
"585","LM_0278","IFNy_CD8","E64:E88",7.42
"586","LM_0279","CD4","E64:E64",48.92
"587","LM_0279","Treg","E64:E64",14.3
"588","LM_0279","Div_Treg","E64:E64",52.62
"589","LM_0279","Treg17","E64:E64",14.605
"590","LM_0279","Treg_prop","E64:E64",85.59
"591","LM_0279","Th1","E64:E64",7.425
"592","LM_0279","Div_Th1","E64:E64",79.505
"593","LM_0279","Th17","E64:E64",1.73
"594","LM_0279","Div_Th17","E64:E64",69.7
"595","LM_0279","CD8","E64:E64",21.09
"596","LM_0279","Act_CD8","E64:E64",21.605
"597","LM_0279","Div_Act_CD8","E64:E64",36.21
"598","LM_0279","IFNy_CD4","E64:E64",2.315
"599","LM_0279","IL17A_CD4","E64:E64",2.34
"600","LM_0279","IFNy_CD8","E64:E64",14.775
"601","LM_0280","CD4","E64:E64",60.705
"602","LM_0280","Treg","E64:E64",3.74
"603","LM_0280","Div_Treg","E64:E64",36.475
"604","LM_0280","Treg17","E64:E64",18.505
"605","LM_0280","Treg_prop","E64:E64",96.2
"606","LM_0280","Th1","E64:E64",5.28
"607","LM_0280","Div_Th1","E64:E64",48.67
"608","LM_0280","Th17","E64:E64",1.94
"609","LM_0280","Div_Th17","E64:E64",24.22
"610","LM_0280","CD8","E64:E64",18.575
"611","LM_0280","Act_CD8","E64:E64",8.135
"612","LM_0280","Div_Act_CD8","E64:E64",46.22
"613","LM_0280","IFNy_CD4","E64:E64",2.31
"614","LM_0280","IL17A_CD4","E64:E64",0.6
"615","LM_0280","IFNy_CD8","E64:E64",17.46
"616","LM_0282","CD4","E64:E88",49.85
"617","LM_0282","Treg","E64:E88",4.7
"618","LM_0282","Div_Treg","E64:E88",26.94
"619","LM_0282","Treg17","E64:E88",8.94
"620","LM_0282","Treg_prop","E64:E88",95.235
"621","LM_0282","Th1","E64:E88",3.02
"622","LM_0282","Div_Th1","E64:E88",22.305
"623","LM_0282","Th17","E64:E88",1.4
"624","LM_0282","Div_Th17","E64:E88",21.805
"625","LM_0282","CD8","E64:E88",10.375
"626","LM_0282","Act_CD8","E64:E88",6.72
"627","LM_0282","Div_Act_CD8","E64:E88",17.135
"628","LM_0282","IFNy_CD4","E64:E88",2.78
"629","LM_0282","IL17A_CD4","E64:E88",0.71
"630","LM_0282","IFNy_CD8","E64:E88",18.35
"631","LM_0283","CD4","E64:E88",53.755
"632","LM_0283","Treg","E64:E88",9.235
"633","LM_0283","Div_Treg","E64:E88",19.495
"634","LM_0283","Treg17","E64:E88",6.415
"635","LM_0283","Treg_prop","E64:E88",90.6
"636","LM_0283","Th1","E64:E88",1.375
"637","LM_0283","Div_Th1","E64:E88",27.52
"638","LM_0283","Th17","E64:E88",0.83
"639","LM_0283","Div_Th17","E64:E88",28.285
"640","LM_0283","CD8","E64:E88",29.465
"641","LM_0283","Act_CD8","E64:E88",4.22
"642","LM_0283","Div_Act_CD8","E64:E88",16.695
"643","LM_0283","IFNy_CD4","E64:E88",0.83
"644","LM_0283","IL17A_CD4","E64:E88",0.745
"645","LM_0283","IFNy_CD8","E64:E88",9.825
"646","LM_0284","CD4","E64:E64",48.38
"647","LM_0284","Treg","E64:E64",6.965
"648","LM_0284","Div_Treg","E64:E64",36.775
"649","LM_0284","Treg17","E64:E64",9.39
"650","LM_0284","Treg_prop","E64:E64",92.955
"651","LM_0284","Th1","E64:E64",4.13
"652","LM_0284","Div_Th1","E64:E64",60.855
"653","LM_0284","Th17","E64:E64",0.68
"654","LM_0284","Div_Th17","E64:E64",27.71
"655","LM_0284","CD8","E64:E64",24.34
"656","LM_0284","Act_CD8","E64:E64",7.41
"657","LM_0284","Div_Act_CD8","E64:E64",46.67
"658","LM_0284","IFNy_CD4","E64:E64",1.325
"659","LM_0284","IL17A_CD4","E64:E64",0.85
"660","LM_0284","IFNy_CD8","E64:E64",4.5
"661","LM_0285","CD4","E64:E64",46.695
"662","LM_0285","Treg","E64:E64",9.31
"663","LM_0285","Div_Treg","E64:E64",34.995
"664","LM_0285","Treg17","E64:E64",6.33
"665","LM_0285","Treg_prop","E64:E64",90.59
"666","LM_0285","Th1","E64:E64",2.81
"667","LM_0285","Div_Th1","E64:E64",76.265
"668","LM_0285","Th17","E64:E64",0.635
"669","LM_0285","Div_Th17","E64:E64",46.69
"670","LM_0285","CD8","E64:E64",28.86
"671","LM_0285","Act_CD8","E64:E64",7.46
"672","LM_0285","Div_Act_CD8","E64:E64",43.7
"673","LM_0285","IFNy_CD4","E64:E64",1.455
"674","LM_0285","IL17A_CD4","E64:E64",1.605
"675","LM_0285","IFNy_CD8","E64:E64",7.31
"676","LM_0286","CD4","E64:E88",58.17
"677","LM_0286","Treg","E64:E88",7.095
"678","LM_0286","Div_Treg","E64:E88",12.905
"679","LM_0286","Treg17","E64:E88",5.325
"680","LM_0286","Treg_prop","E64:E88",92.62
"681","LM_0286","Th1","E64:E88",1.33
"682","LM_0286","Div_Th1","E64:E88",22.6
"683","LM_0286","Th17","E64:E88",0.63
"684","LM_0286","Div_Th17","E64:E88",23.055
"685","LM_0286","CD8","E64:E88",33.33
"686","LM_0286","Act_CD8","E64:E88",8.91
"687","LM_0286","Div_Act_CD8","E64:E88",6.915
"688","LM_0286","IFNy_CD4","E64:E88",0.4
"689","LM_0286","IL17A_CD4","E64:E88",0.43
"690","LM_0286","IFNy_CD8","E64:E88",5.01
"691","LM_0287","CD4","E64:E64",50.8
"692","LM_0287","Treg","E64:E64",9.805
"693","LM_0287","Div_Treg","E64:E64",35.235
"694","LM_0287","Treg17","E64:E64",8.23
"695","LM_0287","Treg_prop","E64:E64",90.045
"696","LM_0287","Th1","E64:E64",5.48
"697","LM_0287","Div_Th1","E64:E64",76.185
"698","LM_0287","Th17","E64:E64",1.43
"699","LM_0287","Div_Th17","E64:E64",59.04
"700","LM_0287","CD8","E64:E64",34.585
"701","LM_0287","Act_CD8","E64:E64",15.035
"702","LM_0287","Div_Act_CD8","E64:E64",35.205
"703","LM_0287","IFNy_CD4","E64:E64",1.54
"704","LM_0287","IL17A_CD4","E64:E64",1.405
"705","LM_0287","IFNy_CD8","E64:E64",9.265
"706","LM_0288","CD4","E64:E88",57.615
"707","LM_0288","Treg","E64:E88",5.52
"708","LM_0288","Div_Treg","E64:E88",13.72
"709","LM_0288","Treg17","E64:E88",5.7
"710","LM_0288","Treg_prop","E64:E88",94.32
"711","LM_0288","Th1","E64:E88",1.235
"712","LM_0288","Div_Th1","E64:E88",29.35
"713","LM_0288","Th17","E64:E88",0.59
"714","LM_0288","Div_Th17","E64:E88",20.91
"715","LM_0288","CD8","E64:E88",32.53
"716","LM_0288","Act_CD8","E64:E88",7.58
"717","LM_0288","Div_Act_CD8","E64:E88",9.96
"718","LM_0288","IFNy_CD4","E64:E88",0.43
"719","LM_0288","IL17A_CD4","E64:E88",0.335
"720","LM_0288","IFNy_CD8","E64:E88",4.315
"721","LM_0289","CD4","E64:E88",67.755
"722","LM_0289","Treg","E64:E88",3.245
"723","LM_0289","Div_Treg","E64:E88",22.775
"724","LM_0289","Treg17","E64:E88",17.04
"725","LM_0289","Treg_prop","E64:E88",96.645
"726","LM_0289","Th1","E64:E88",1.835
"727","LM_0289","Div_Th1","E64:E88",15.255
"728","LM_0289","Th17","E64:E88",1.08
"729","LM_0289","Div_Th17","E64:E88",12.22
"730","LM_0289","CD8","E64:E88",14.995
"731","LM_0289","Act_CD8","E64:E88",5.16
"732","LM_0289","Div_Act_CD8","E64:E88",6.565
"733","LM_0289","IFNy_CD4","E64:E88",1.07
"734","LM_0289","IL17A_CD4","E64:E88",0.18
"735","LM_0289","IFNy_CD8","E64:E88",9.73
"736","LM_0291","CD4","E64:E64",42.085
"737","LM_0291","Treg","E64:E64",9.84
"738","LM_0291","Div_Treg","E64:E64",37.85
"739","LM_0291","Treg17","E64:E64",8.35
"740","LM_0291","Treg_prop","E64:E64",89.995
"741","LM_0291","Th1","E64:E64",7.57
"742","LM_0291","Div_Th1","E64:E64",71.14
"743","LM_0291","Th17","E64:E64",1.005
"744","LM_0291","Div_Th17","E64:E64",41.105
"745","LM_0291","CD8","E64:E64",30.975
"746","LM_0291","Act_CD8","E64:E64",27.805
"747","LM_0291","Div_Act_CD8","E64:E64",38.4
"748","LM_0291","IFNy_CD4","E64:E64",3.785
"749","LM_0291","IL17A_CD4","E64:E64",1.43
"750","LM_0291","IFNy_CD8","E64:E64",12.825
"751","LM_0292","CD4","E64:E88",54.71
"752","LM_0292","Treg","E64:E88",7
"753","LM_0292","Div_Treg","E64:E88",17.57
"754","LM_0292","Treg17","E64:E88",9.18
"755","LM_0292","Treg_prop","E64:E88",92.895
"756","LM_0292","Th1","E64:E88",1.315
"757","LM_0292","Div_Th1","E64:E88",26.475
"758","LM_0292","Th17","E64:E88",0.925
"759","LM_0292","Div_Th17","E64:E88",25.815
"760","LM_0292","CD8","E64:E88",26.945
"761","LM_0292","Act_CD8","E64:E88",9.665
"762","LM_0292","Div_Act_CD8","E64:E88",10.63
"763","LM_0292","IFNy_CD4","E64:E88",0.665
"764","LM_0292","IL17A_CD4","E64:E88",0.545
"765","LM_0292","IFNy_CD8","E64:E88",7.805
"766","LM_0294","CD4","E64:E64",48.125
"767","LM_0294","Treg","E64:E64",10.595
"768","LM_0294","Div_Treg","E64:E64",33.98
"769","LM_0294","Treg17","E64:E64",5.645
"770","LM_0294","Treg_prop","E64:E64",89.265
"771","LM_0294","Th1","E64:E64",4.17
"772","LM_0294","Div_Th1","E64:E64",58.705
"773","LM_0294","Th17","E64:E64",0.52
"774","LM_0294","Div_Th17","E64:E64",39.065
"775","LM_0294","CD8","E64:E64",28.025
"776","LM_0294","Act_CD8","E64:E64",12.985
"777","LM_0294","Div_Act_CD8","E64:E64",49.65
"778","LM_0294","IFNy_CD4","E64:E64",2.52
"779","LM_0294","IL17A_CD4","E64:E64",2.04
"780","LM_0294","IFNy_CD8","E64:E64",14.905
